Gene stable ID	Mouse gene stable ID	Mouse homology type
ENSG00000251008		
ENSG00000162729	ENSMUSG00000038034	ortholog_one2one
ENSG00000180185	ENSMUSG00000045316	ortholog_one2one
ENSG00000132911	ENSMUSG00000037393	ortholog_one2one
ENSG00000280078		
ENSG00000214301		
ENSG00000244457		
ENSG00000063241	ENSMUSG00000052605	ortholog_one2many
ENSG00000063241	ENSMUSG00000086784	ortholog_one2many
ENSG00000253538		
ENSG00000125122	ENSMUSG00000041679	ortholog_one2one
ENSG00000271679		
ENSG00000250366	ENSMUSG00000097929	ortholog_one2one
ENSG00000187902	ENSMUSG00000053550	ortholog_one2one
ENSG00000228672	ENSMUSG00000073600	ortholog_one2one
ENSG00000169976	ENSMUSG00000078348	ortholog_one2one
ENSG00000259854		
ENSG00000249950		
ENSG00000283536	ENSMUSG00000097050	ortholog_one2one
ENSG00000260192		
ENSG00000237922		
ENSG00000259306		
ENSG00000259240		
ENSG00000109794	ENSMUSG00000070044	ortholog_one2one
ENSG00000148840	ENSMUSG00000055491	ortholog_one2one
ENSG00000231700		
ENSG00000258544		
ENSG00000132517	ENSMUSG00000022560	ortholog_one2many
ENSG00000268686		
ENSG00000269842		
ENSG00000243742		
ENSG00000250230		
ENSG00000134873	ENSMUSG00000022132	ortholog_one2one
ENSG00000083123	ENSMUSG00000032263	ortholog_one2one
ENSG00000204595		
ENSG00000268864		
ENSG00000063587	ENSMUSG00000031365	ortholog_one2one
ENSG00000277376		
ENSG00000235021		
ENSG00000179240		
ENSG00000173875	ENSMUSG00000074194	ortholog_one2one
ENSG00000235533		
ENSG00000164506	ENSMUSG00000019790	ortholog_one2one
ENSG00000254432		
ENSG00000272397		
ENSG00000255362		
ENSG00000262202		
ENSG00000260895		
ENSG00000080824	ENSMUSG00000021270	ortholog_one2one
ENSG00000162723	ENSMUSG00000026548	ortholog_one2one
ENSG00000136327	ENSMUSG00000058669	ortholog_one2one
ENSG00000251099		
ENSG00000283098		
ENSG00000258690		
ENSG00000250095		
ENSG00000095752	ENSMUSG00000004371	ortholog_one2one
ENSG00000270917		
ENSG00000167641	ENSMUSG00000037166	ortholog_one2one
ENSG00000216753		
ENSG00000136859	ENSMUSG00000004105	ortholog_one2one
ENSG00000254662		
ENSG00000057663	ENSMUSG00000038160	ortholog_one2one
ENSG00000153208	ENSMUSG00000014361	ortholog_one2one
ENSG00000135917	ENSMUSG00000038496	ortholog_one2one
ENSG00000275160		
ENSG00000198125	ENSMUSG00000018893	ortholog_one2one
ENSG00000146216	ENSMUSG00000015599	ortholog_one2one
ENSG00000275450		
ENSG00000274680		
ENSG00000112667	ENSMUSG00000040658	ortholog_one2one
ENSG00000081014	ENSMUSG00000001998	ortholog_one2one
ENSG00000278909		
ENSG00000205414		
ENSG00000248951		
ENSG00000235286		
ENSG00000267151		
ENSG00000233049		
ENSG00000174109	ENSMUSG00000067722	ortholog_one2one
ENSG00000268355		
ENSG00000105967	ENSMUSG00000029553	ortholog_one2one
ENSG00000261499		
ENSG00000227593		
ENSG00000197323	ENSMUSG00000033014	ortholog_one2one
ENSG00000277159		
ENSG00000260266		
ENSG00000260247		
ENSG00000108947	ENSMUSG00000003934	ortholog_one2one
ENSG00000141696	ENSMUSG00000006931	ortholog_one2one
ENSG00000254826		
ENSG00000184988	ENSMUSG00000034947	ortholog_one2one
ENSG00000233721		
ENSG00000222047		
ENSG00000005001	ENSMUSG00000045027	ortholog_one2one
ENSG00000189127	ENSMUSG00000045034	ortholog_one2one
ENSG00000271780		
ENSG00000227345	ENSMUSG00000021911	ortholog_one2one
ENSG00000205056		
ENSG00000070061	ENSMUSG00000028431	ortholog_one2one
ENSG00000267288		
ENSG00000133639	ENSMUSG00000036478	ortholog_one2one
ENSG00000076924	ENSMUSG00000019470	ortholog_one2one
ENSG00000233095		
ENSG00000264066		
ENSG00000257242		
ENSG00000182557	ENSMUSG00000020798	ortholog_one2one
ENSG00000258699		
ENSG00000211930		
ENSG00000237360		
ENSG00000224045		
ENSG00000211924		
ENSG00000076826	ENSMUSG00000044433	ortholog_one2one
ENSG00000271099		
ENSG00000211912		
ENSG00000102854	ENSMUSG00000063011	ortholog_one2one
ENSG00000129965		
ENSG00000145391	ENSMUSG00000037111	ortholog_one2one
ENSG00000273175		
ENSG00000211899	ENSMUSG00000076617	ortholog_one2one
ENSG00000228126		
ENSG00000226663		
ENSG00000225184		
ENSG00000238236		
ENSG00000224721		
ENSG00000279905		
ENSG00000279146		
ENSG00000258204		
ENSG00000238176		
ENSG00000015479	ENSMUSG00000037236	ortholog_one2many
ENSG00000273738		
ENSG00000223901		
ENSG00000260537		
ENSG00000211893	ENSMUSG00000076613	ortholog_many2many
ENSG00000211893	ENSMUSG00000076614	ortholog_many2many
ENSG00000211893	ENSMUSG00000076612	ortholog_many2many
ENSG00000211893	ENSMUSG00000076615	ortholog_many2many
ENSG00000258876		
ENSG00000133935	ENSMUSG00000021252	ortholog_one2one
ENSG00000136448	ENSMUSG00000020936	ortholog_one2one
ENSG00000267809		
ENSG00000254943		
ENSG00000132010		
ENSG00000064652	ENSMUSG00000024535	ortholog_one2one
ENSG00000234402		
ENSG00000269706		
ENSG00000229534		
ENSG00000235658		
ENSG00000267685		
ENSG00000188747	ENSMUSG00000036805	ortholog_one2one
ENSG00000223403		
ENSG00000278729		
ENSG00000197585		
ENSG00000266048		
ENSG00000255460		
ENSG00000241829		
ENSG00000266013		
ENSG00000130032	ENSMUSG00000033361	ortholog_one2one
ENSG00000265428		
ENSG00000130731	ENSMUSG00000025731	ortholog_one2one
ENSG00000225037		
ENSG00000274349		
ENSG00000250092		
ENSG00000259066	ENSMUSG00000041712	ortholog_one2many
ENSG00000237793		
ENSG00000254047		
ENSG00000136732	ENSMUSG00000090523	ortholog_one2one
ENSG00000253673		
ENSG00000230115		
ENSG00000224596		
ENSG00000163694	ENSMUSG00000070780	ortholog_one2one
ENSG00000253139		
ENSG00000198482		
ENSG00000258517		
ENSG00000230910		
ENSG00000246430		
ENSG00000181195	ENSMUSG00000045573	ortholog_one2one
ENSG00000148339	ENSMUSG00000026819	ortholog_one2one
ENSG00000168754	ENSMUSG00000046337	ortholog_one2one
ENSG00000010310	ENSMUSG00000030406	ortholog_one2one
ENSG00000166398	ENSMUSG00000066571	ortholog_one2one
ENSG00000197769		
ENSG00000255353		
ENSG00000174429	ENSMUSG00000042895	ortholog_one2one
ENSG00000275873		
ENSG00000225130		
ENSG00000258894		
ENSG00000268316		
ENSG00000280385		
ENSG00000226840		
ENSG00000127081		
ENSG00000270332		
ENSG00000229830		
ENSG00000256937		
ENSG00000164442	ENSMUSG00000039910	ortholog_one2one
ENSG00000251605		
ENSG00000259032		
ENSG00000204138	ENSMUSG00000066043	ortholog_one2one
ENSG00000260776		
ENSG00000259384	ENSMUSG00000020713	ortholog_one2many
ENSG00000241359		
ENSG00000219073	ENSMUSG00000078520	ortholog_many2many
ENSG00000219073	ENSMUSG00000023433	ortholog_many2many
ENSG00000259333		
ENSG00000268797	ENSMUSG00000058709	ortholog_one2many
ENSG00000269843		
ENSG00000257622		
ENSG00000258975		
ENSG00000140950	ENSMUSG00000034105	ortholog_one2one
ENSG00000260139		
ENSG00000259783		
ENSG00000281028	ENSMUSG00000029186	ortholog_one2many
ENSG00000211828	ENSMUSG00000076871	ortholog_one2one
ENSG00000211832		
ENSG00000275139		
ENSG00000228985		
ENSG00000251228		
ENSG00000180423	ENSMUSG00000027243	ortholog_one2one
ENSG00000196976	ENSMUSG00000015289	ortholog_one2one
ENSG00000258841		
ENSG00000251259		
ENSG00000231340		
ENSG00000232242		
ENSG00000100604	ENSMUSG00000021194	ortholog_one2one
ENSG00000102181	ENSMUSG00000035776	ortholog_one2one
ENSG00000169783	ENSMUSG00000049556	ortholog_one2one
ENSG00000164440	ENSMUSG00000039891	ortholog_one2one
ENSG00000171102	ENSMUSG00000079539	ortholog_many2many
ENSG00000171102	ENSMUSG00000062061	ortholog_many2many
ENSG00000171102	ENSMUSG00000026919	ortholog_many2many
ENSG00000223626		
ENSG00000124743	ENSMUSG00000044938	ortholog_one2one
ENSG00000085449	ENSMUSG00000073643	ortholog_one2one
ENSG00000211813	ENSMUSG00000076864	ortholog_one2one
ENSG00000089127	ENSMUSG00000052776	ortholog_one2many
ENSG00000089127	ENSMUSG00000001168	ortholog_one2many
ENSG00000089127	ENSMUSG00000032623	ortholog_one2many
ENSG00000089127	ENSMUSG00000053765	ortholog_one2many
ENSG00000089127	ENSMUSG00000066861	ortholog_one2many
ENSG00000089127	ENSMUSG00000001166	ortholog_one2many
ENSG00000089127	ENSMUSG00000066867	ortholog_one2many
ENSG00000089127	ENSMUSG00000029605	ortholog_one2many
ENSG00000282413		
ENSG00000276217		
ENSG00000186234		
ENSG00000267610		
ENSG00000227583		
ENSG00000268777		
ENSG00000109790	ENSMUSG00000054920	ortholog_one2one
ENSG00000133997	ENSMUSG00000002679	ortholog_one2one
ENSG00000172687	ENSMUSG00000098692	ortholog_many2many
ENSG00000172687	ENSMUSG00000098781	ortholog_many2many
ENSG00000172687	ENSMUSG00000097565	ortholog_many2many
ENSG00000172687	ENSMUSG00000058246	ortholog_many2many
ENSG00000166428	ENSMUSG00000052160	ortholog_one2one
ENSG00000251624		
ENSG00000242279		
ENSG00000151689	ENSMUSG00000026102	ortholog_one2one
ENSG00000224319		
ENSG00000250241		
ENSG00000239413		
ENSG00000235510		
ENSG00000157005	ENSMUSG00000004366	ortholog_one2one
ENSG00000228952		
ENSG00000268861	ENSMUSG00000004568	ortholog_one2many
ENSG00000146834	ENSMUSG00000029726	ortholog_one2one
ENSG00000224163		
ENSG00000025293	ENSMUSG00000038116	ortholog_one2one
ENSG00000230972		
ENSG00000261151		
ENSG00000231058		
ENSG00000105366	ENSMUSG00000030474	ortholog_one2many
ENSG00000225308		
ENSG00000234034		
ENSG00000184178	ENSMUSG00000062110	ortholog_one2one
ENSG00000177683		
ENSG00000196183		
ENSG00000262358		
ENSG00000253493		
ENSG00000136111	ENSMUSG00000033083	ortholog_one2one
ENSG00000233921		
ENSG00000187689	ENSMUSG00000029282	ortholog_one2one
ENSG00000271079	ENSMUSG00000021000	ortholog_one2many
ENSG00000265261		
ENSG00000232740		
ENSG00000019169	ENSMUSG00000026390	ortholog_one2one
ENSG00000187801		
ENSG00000227088		
ENSG00000232356		
ENSG00000272668		
ENSG00000165417	ENSMUSG00000020962	ortholog_one2one
ENSG00000228515		
ENSG00000259188		
ENSG00000257475		
ENSG00000213301		
ENSG00000249736		
ENSG00000250421		
ENSG00000261054		
ENSG00000279904		
ENSG00000232984		
ENSG00000237588		
ENSG00000213155		
ENSG00000163006	ENSMUSG00000038010	ortholog_one2one
ENSG00000233334		
ENSG00000178917	ENSMUSG00000063488	ortholog_one2many
ENSG00000258466	ENSMUSG00000066441	ortholog_one2many
ENSG00000112462	ENSMUSG00000029184	ortholog_one2one
ENSG00000072042	ENSMUSG00000066441	ortholog_one2many
ENSG00000217786		
ENSG00000187994	ENSMUSG00000051735	ortholog_one2one
ENSG00000259722		
ENSG00000273033		
ENSG00000138615	ENSMUSG00000042254	ortholog_one2one
ENSG00000237929		
ENSG00000204695	ENSMUSG00000050613	ortholog_one2one
ENSG00000277150	ENSMUSG00000078317	ortholog_one2many
ENSG00000274791	ENSMUSG00000078317	ortholog_one2many
ENSG00000276612	ENSMUSG00000053329	ortholog_one2many
ENSG00000279196		
ENSG00000099381	ENSMUSG00000042308	ortholog_one2one
ENSG00000228652		
ENSG00000230238		
ENSG00000229356		
ENSG00000254760		
ENSG00000116237	ENSMUSG00000039662	ortholog_one2one
ENSG00000228912		
ENSG00000133636	ENSMUSG00000019890	ortholog_one2one
ENSG00000215304		
ENSG00000266256		
ENSG00000261802		
ENSG00000226665		
ENSG00000236072		
ENSG00000261936		
ENSG00000237115		
ENSG00000145945	ENSMUSG00000038246	ortholog_one2one
ENSG00000249453		
ENSG00000164323	ENSMUSG00000031631	ortholog_one2one
ENSG00000250410		
ENSG00000011523	ENSMUSG00000044066	ortholog_one2one
ENSG00000215333		
ENSG00000187012		
ENSG00000259222		
ENSG00000279463		
ENSG00000164816		
ENSG00000197467	ENSMUSG00000058806	ortholog_one2one
ENSG00000204296	ENSMUSG00000057246	ortholog_one2one
ENSG00000165071	ENSMUSG00000036944	ortholog_one2one
ENSG00000104824	ENSMUSG00000015165	ortholog_one2one
ENSG00000266743		
ENSG00000231414		
ENSG00000136485	ENSMUSG00000049354	ortholog_one2one
ENSG00000114988	ENSMUSG00000001143	ortholog_one2one
ENSG00000268520		
ENSG00000220472		
ENSG00000110171	ENSMUSG00000036989	ortholog_one2one
ENSG00000142549	ENSMUSG00000013367	ortholog_one2one
ENSG00000127083	ENSMUSG00000048368	ortholog_one2one
ENSG00000250656		
ENSG00000104611	ENSMUSG00000053886	ortholog_one2one
ENSG00000253555		
ENSG00000228483		
ENSG00000205359	ENSMUSG00000026336	ortholog_one2many
ENSG00000205359	ENSMUSG00000026331	ortholog_one2many
ENSG00000229885		
ENSG00000277172		
ENSG00000103275	ENSMUSG00000015120	ortholog_one2one
ENSG00000064651	ENSMUSG00000024597	ortholog_one2one
ENSG00000230485		
ENSG00000261489		
ENSG00000253280		
ENSG00000168397	ENSMUSG00000026280	ortholog_one2one
ENSG00000279220		
ENSG00000251301		
ENSG00000246523		
ENSG00000273824		
ENSG00000250685		
ENSG00000197021	ENSMUSG00000045237	ortholog_one2many
ENSG00000225164		
ENSG00000110195	ENSMUSG00000001827	ortholog_one2one
ENSG00000216835		
ENSG00000265766		
ENSG00000257325		
ENSG00000170423	ENSMUSG00000050463	ortholog_one2one
ENSG00000110079	ENSMUSG00000056290	ortholog_many2many
ENSG00000110079	ENSMUSG00000024675	ortholog_many2many
ENSG00000110079	ENSMUSG00000101389	ortholog_many2many
ENSG00000110079	ENSMUSG00000024678	ortholog_many2many
ENSG00000250254	ENSMUSG00000020415	ortholog_one2many
ENSG00000100650	ENSMUSG00000021134	ortholog_one2one
ENSG00000233085		
ENSG00000203950	ENSMUSG00000051851	ortholog_many2many
ENSG00000203950	ENSMUSG00000067925	ortholog_many2many
ENSG00000203950	ENSMUSG00000067924	ortholog_many2many
ENSG00000235065		
ENSG00000248839		
ENSG00000184867	ENSMUSG00000033436	ortholog_one2one
ENSG00000264529		
ENSG00000235637		
ENSG00000165695	ENSMUSG00000026807	ortholog_one2one
ENSG00000283402		
ENSG00000265282		
ENSG00000272383		
ENSG00000052344	ENSMUSG00000030800	ortholog_one2one
ENSG00000273444		
ENSG00000229013		
ENSG00000206439		
ENSG00000150510	ENSMUSG00000035184	ortholog_one2one
ENSG00000110077	ENSMUSG00000024679	ortholog_many2many
ENSG00000110077	ENSMUSG00000024677	ortholog_many2many
ENSG00000110077	ENSMUSG00000079419	ortholog_many2many
ENSG00000213316	ENSMUSG00000020377	ortholog_one2one
ENSG00000272056		
ENSG00000224719		
ENSG00000237308		
ENSG00000163882	ENSMUSG00000021018	ortholog_one2one
ENSG00000270388		
ENSG00000150527	ENSMUSG00000021000	ortholog_one2many
ENSG00000271424		
ENSG00000253526		
ENSG00000164073	ENSMUSG00000025759	ortholog_one2one
ENSG00000229447		
ENSG00000237293		
ENSG00000103710	ENSMUSG00000041696	ortholog_one2one
ENSG00000143858	ENSMUSG00000026452	ortholog_one2one
ENSG00000167800	ENSMUSG00000037477	ortholog_one2one
ENSG00000174804	ENSMUSG00000049791	ortholog_one2one
ENSG00000115365	ENSMUSG00000026000	ortholog_one2one
ENSG00000271242		
ENSG00000239246		
ENSG00000269964	ENSMUSG00000043289	ortholog_one2one
ENSG00000155858	ENSMUSG00000044847	ortholog_one2one
ENSG00000274911		
ENSG00000150687	ENSMUSG00000039405	ortholog_one2one
ENSG00000216802		
ENSG00000276032		
ENSG00000232821		
ENSG00000215878		
ENSG00000250427		
ENSG00000249582		
ENSG00000229190		
ENSG00000143811	ENSMUSG00000026520	ortholog_one2many
ENSG00000133103	ENSMUSG00000027742	ortholog_one2one
ENSG00000236167		
ENSG00000175857	ENSMUSG00000046006	ortholog_one2one
ENSG00000231192	ENSMUSG00000060057	ortholog_many2many
ENSG00000231192	ENSMUSG00000096695	ortholog_many2many
ENSG00000231192	ENSMUSG00000064006	ortholog_many2many
ENSG00000231192	ENSMUSG00000062105	ortholog_many2many
ENSG00000231192	ENSMUSG00000094539	ortholog_many2many
ENSG00000231192	ENSMUSG00000047960	ortholog_many2many
ENSG00000231192	ENSMUSG00000043357	ortholog_many2many
ENSG00000213133		
ENSG00000249225		
ENSG00000255352		
ENSG00000175728		
ENSG00000250801		
ENSG00000180549	ENSMUSG00000036587	ortholog_one2one
ENSG00000229509		
ENSG00000225968	ENSMUSG00000048988	ortholog_one2one
ENSG00000232880		
ENSG00000257616		
ENSG00000249650		
ENSG00000266365		
ENSG00000266066		
ENSG00000276170		
ENSG00000234389		
ENSG00000213036		
ENSG00000130724	ENSMUSG00000033916	ortholog_one2one
ENSG00000255001		
ENSG00000270620		
ENSG00000086102	ENSMUSG00000028423	ortholog_one2one
ENSG00000148773	ENSMUSG00000031004	ortholog_one2one
ENSG00000269588		
ENSG00000012223	ENSMUSG00000032496	ortholog_one2one
ENSG00000250428		
ENSG00000140015	ENSMUSG00000034402	ortholog_one2one
ENSG00000149507	ENSMUSG00000055895	ortholog_one2one
ENSG00000270852		
ENSG00000112562	ENSMUSG00000023886	ortholog_one2one
ENSG00000249500		
ENSG00000186838	ENSMUSG00000046750	ortholog_one2one
ENSG00000248327		
ENSG00000067955	ENSMUSG00000031885	ortholog_one2one
ENSG00000261338		
ENSG00000238012		
ENSG00000215900		
ENSG00000227076		
ENSG00000103647	ENSMUSG00000041729	ortholog_one2one
ENSG00000175764	ENSMUSG00000026885	ortholog_one2one
ENSG00000279379		
ENSG00000249441		
ENSG00000184845	ENSMUSG00000021478	ortholog_one2one
ENSG00000248355		
ENSG00000163389	ENSMUSG00000034064	ortholog_one2one
ENSG00000111404	ENSMUSG00000092164	ortholog_one2one
ENSG00000089327	ENSMUSG00000009687	ortholog_one2one
ENSG00000134256	ENSMUSG00000086564	ortholog_one2one
ENSG00000100926	ENSMUSG00000002320	ortholog_one2many
ENSG00000282238		
ENSG00000148229	ENSMUSG00000028394	ortholog_one2one
ENSG00000164822		
ENSG00000134827		
ENSG00000131653	ENSMUSG00000052752	ortholog_one2one
ENSG00000121075	ENSMUSG00000000094	ortholog_one2one
ENSG00000151726	ENSMUSG00000018796	ortholog_one2one
ENSG00000239665		
ENSG00000254408		
ENSG00000233169		
ENSG00000234647		
ENSG00000215227		
ENSG00000249138		
ENSG00000266962		
ENSG00000231770		
ENSG00000279999		
ENSG00000259108		
ENSG00000274487		
ENSG00000259009		
ENSG00000279505		
ENSG00000270118		
ENSG00000276188		
ENSG00000143341	ENSMUSG00000066842	ortholog_one2one
ENSG00000237278		
ENSG00000282727		
ENSG00000275710		
ENSG00000227665		
ENSG00000225483		
ENSG00000205609	ENSMUSG00000030738	ortholog_one2many
ENSG00000263961		
ENSG00000251045		
ENSG00000246174		
ENSG00000269271		
ENSG00000261077		
ENSG00000170091	ENSMUSG00000020297	ortholog_one2one
ENSG00000115998	ENSMUSG00000046679	ortholog_one2one
ENSG00000154305	ENSMUSG00000056050	ortholog_one2one
ENSG00000108342	ENSMUSG00000038067	ortholog_one2one
ENSG00000164038	ENSMUSG00000037994	ortholog_one2one
ENSG00000183864	ENSMUSG00000048546	ortholog_one2one
ENSG00000171206	ENSMUSG00000025034	ortholog_one2one
ENSG00000184857	ENSMUSG00000043140	ortholog_one2one
ENSG00000103061	ENSMUSG00000033106	ortholog_one2one
ENSG00000254783		
ENSG00000251588		
ENSG00000256028		
ENSG00000141200	ENSMUSG00000046755	ortholog_one2one
ENSG00000198454		
ENSG00000154127	ENSMUSG00000032020	ortholog_one2one
ENSG00000186265	ENSMUSG00000052013	ortholog_one2one
ENSG00000178772	ENSMUSG00000023176	ortholog_one2one
ENSG00000234284	ENSMUSG00000044296	ortholog_one2one
ENSG00000214544		
ENSG00000283240		
ENSG00000235528		
ENSG00000149582	ENSMUSG00000002032	ortholog_one2one
ENSG00000178187	ENSMUSG00000048728	ortholog_one2one
ENSG00000213735		
ENSG00000224255		
ENSG00000272100		
ENSG00000188517	ENSMUSG00000058897	ortholog_one2one
ENSG00000225086		
ENSG00000272721		
ENSG00000109205	ENSMUSG00000009580	ortholog_one2one
ENSG00000172115	ENSMUSG00000063694	ortholog_one2many
ENSG00000172115	ENSMUSG00000058927	ortholog_one2many
ENSG00000282797		
ENSG00000273760		
ENSG00000106211	ENSMUSG00000004951	ortholog_one2one
ENSG00000250830		
ENSG00000132330	ENSMUSG00000026307	ortholog_one2one
ENSG00000205808	ENSMUSG00000040105	ortholog_one2one
ENSG00000084234	ENSMUSG00000031996	ortholog_one2one
ENSG00000160050	ENSMUSG00000028795	ortholog_one2one
ENSG00000230969		
ENSG00000248202		
ENSG00000259786		
ENSG00000141977	ENSMUSG00000074240	ortholog_one2one
ENSG00000248687		
ENSG00000204291	ENSMUSG00000028339	ortholog_one2one
ENSG00000133704	ENSMUSG00000040029	ortholog_one2one
ENSG00000250799	ENSMUSG00000036892	ortholog_one2one
ENSG00000230201		
ENSG00000162461	ENSMUSG00000040740	ortholog_one2one
ENSG00000125385		
ENSG00000267245		
ENSG00000278518		
ENSG00000231148		
ENSG00000277878		
ENSG00000162685		
ENSG00000250453		
ENSG00000270495		
ENSG00000226696		
ENSG00000235681		
ENSG00000260190		
ENSG00000163823	ENSMUSG00000064039	ortholog_one2many
ENSG00000163823	ENSMUSG00000025804	ortholog_one2many
ENSG00000266079		
ENSG00000213549		
ENSG00000197353	ENSMUSG00000022595	ortholog_one2one
ENSG00000270019		
ENSG00000165188	ENSMUSG00000063851	ortholog_one2one
ENSG00000236449		
ENSG00000236500		
ENSG00000251401		
ENSG00000276063		
ENSG00000261302		
ENSG00000182318	ENSMUSG00000054715	ortholog_one2one
ENSG00000082212	ENSMUSG00000024556	ortholog_one2one
ENSG00000258842		
ENSG00000258311	ENSMUSG00000090247	ortholog_one2one
ENSG00000269944		
ENSG00000250775		
ENSG00000256355		
ENSG00000189050	ENSMUSG00000020521	ortholog_one2one
ENSG00000138722	ENSMUSG00000054641	ortholog_one2one
ENSG00000260036		
ENSG00000272810		
ENSG00000224447		
ENSG00000276907		
ENSG00000227207		
ENSG00000245662		
ENSG00000179988	ENSMUSG00000063179	ortholog_one2one
ENSG00000278053	ENSMUSG00000020677	ortholog_one2one
ENSG00000216471		
ENSG00000235135		
ENSG00000254690		
ENSG00000203757	ENSMUSG00000051528	ortholog_one2one
ENSG00000276012		
ENSG00000198919	ENSMUSG00000064061	ortholog_one2one
ENSG00000235221		
ENSG00000229136		
ENSG00000111530	ENSMUSG00000020114	ortholog_one2one
ENSG00000172828	ENSMUSG00000069922	ortholog_one2many
ENSG00000172828	ENSMUSG00000062181	ortholog_one2many
ENSG00000270139		
ENSG00000135744	ENSMUSG00000031980	ortholog_one2one
ENSG00000254486		
ENSG00000100347	ENSMUSG00000022437	ortholog_one2one
ENSG00000198841	ENSMUSG00000073775	ortholog_one2one
ENSG00000198856	ENSMUSG00000041084	ortholog_one2one
ENSG00000225354		
ENSG00000232131		
ENSG00000272360		
ENSG00000170454	ENSMUSG00000022986	ortholog_one2one
ENSG00000229749		
ENSG00000283033		
ENSG00000176641	ENSMUSG00000047496	ortholog_one2one
ENSG00000131686	ENSMUSG00000028972	ortholog_one2one
ENSG00000197969	ENSMUSG00000046230	ortholog_one2one
ENSG00000265853		
ENSG00000218893		
ENSG00000212802		
ENSG00000241764		
ENSG00000234015		
ENSG00000257500		
ENSG00000241634		
ENSG00000257844		
ENSG00000105879	ENSMUSG00000020659	ortholog_one2one
ENSG00000203865		
ENSG00000274581		
ENSG00000252156		
ENSG00000212542	ENSMUSG00000084660	ortholog_one2many
ENSG00000212542	ENSMUSG00000088194	ortholog_one2many
ENSG00000207002	ENSMUSG00000096558	ortholog_one2many
ENSG00000207002	ENSMUSG00000095507	ortholog_one2many
ENSG00000207002	ENSMUSG00000095221	ortholog_one2many
ENSG00000207002	ENSMUSG00000094516	ortholog_one2many
ENSG00000207002	ENSMUSG00000095703	ortholog_one2many
ENSG00000206596		
ENSG00000276003		
ENSG00000266255		
ENSG00000284179		
ENSG00000206690		
ENSG00000263407		
ENSG00000263458		
ENSG00000238406		
ENSG00000273501		
ENSG00000238645		
ENSG00000277035	ENSMUSG00000098312	ortholog_one2one
ENSG00000274883	ENSMUSG00000092932	ortholog_many2many
ENSG00000274883	ENSMUSG00000092641	ortholog_many2many
ENSG00000274883	ENSMUSG00000092974	ortholog_many2many
ENSG00000274883	ENSMUSG00000093059	ortholog_many2many
ENSG00000274883	ENSMUSG00000093319	ortholog_many2many
ENSG00000274883	ENSMUSG00000093249	ortholog_many2many
ENSG00000274883	ENSMUSG00000098690	ortholog_many2many
ENSG00000274883	ENSMUSG00000093031	ortholog_many2many
ENSG00000274883	ENSMUSG00000093023	ortholog_many2many
ENSG00000274883	ENSMUSG00000092905	ortholog_many2many
ENSG00000274883	ENSMUSG00000093345	ortholog_many2many
ENSG00000274883	ENSMUSG00000093093	ortholog_many2many
ENSG00000274883	ENSMUSG00000093164	ortholog_many2many
ENSG00000274883	ENSMUSG00000098755	ortholog_many2many
ENSG00000274883	ENSMUSG00000092986	ortholog_many2many
ENSG00000274883	ENSMUSG00000092903	ortholog_many2many
ENSG00000265439		
ENSG00000242653		
ENSG00000238711		
ENSG00000202125		
ENSG00000251904		
ENSG00000201198		
ENSG00000273660		
ENSG00000252420		
ENSG00000251951	ENSMUSG00000089065	ortholog_one2one
ENSG00000252288		
ENSG00000222974		
ENSG00000201021	ENSMUSG00000065623	ortholog_one2many
ENSG00000201476		
ENSG00000239579		
ENSG00000277242		
ENSG00000222111		
ENSG00000199301		
ENSG00000275205		
ENSG00000273764		
ENSG00000212626		
ENSG00000206746		
ENSG00000222072		
ENSG00000202078		
ENSG00000252170		
ENSG00000264417		
ENSG00000277118		
ENSG00000201774		
ENSG00000264379		
ENSG00000253001	ENSMUSG00000088767	ortholog_one2many
ENSG00000200610		
ENSG00000202423		
ENSG00000202440	ENSMUSG00000065676	ortholog_one2many
ENSG00000274607		
ENSG00000242066		
ENSG00000222983		
ENSG00000206652		
ENSG00000275698		
ENSG00000207412		
ENSG00000273524		
ENSG00000199580		
ENSG00000208000		
ENSG00000200243		
ENSG00000207755		
ENSG00000264653		
ENSG00000265660		
ENSG00000207547		
ENSG00000208014		
ENSG00000212555		
ENSG00000242811		
ENSG00000283829		
ENSG00000216101		
ENSG00000207296	ENSMUSG00000094976	ortholog_many2many
ENSG00000207296	ENSMUSG00000096247	ortholog_many2many
ENSG00000266211		
ENSG00000199024		
ENSG00000201898	ENSMUSG00000088114	ortholog_many2many
ENSG00000201898	ENSMUSG00000087831	ortholog_many2many
ENSG00000275711		
ENSG00000223247		
ENSG00000207702		
ENSG00000240692		
ENSG00000252105	ENSMUSG00000087743	ortholog_one2many
ENSG00000207947		
ENSG00000276225	ENSMUSG00000098466	ortholog_one2one
ENSG00000264295		
ENSG00000264800		
ENSG00000278265		
ENSG00000264720		
ENSG00000212461	ENSMUSG00000089528	ortholog_many2many
ENSG00000212461	ENSMUSG00000095333	ortholog_many2many
ENSG00000212461	ENSMUSG00000077270	ortholog_many2many
ENSG00000212461	ENSMUSG00000087776	ortholog_many2many
ENSG00000212461	ENSMUSG00000094386	ortholog_many2many
ENSG00000212461	ENSMUSG00000088379	ortholog_many2many
ENSG00000212461	ENSMUSG00000077682	ortholog_many2many
ENSG00000212461	ENSMUSG00000089220	ortholog_many2many
ENSG00000212461	ENSMUSG00000089130	ortholog_many2many
